postcode,population,active,cases,rate,new,band,data_date,file_processed_date
3911,3413,4,7,117.2,1,4,16/10/2021,17/10/2021
3912,15154,24,45,158.4,1,4,16/10/2021,17/10/2021
3913,3337,4,10,119.9,1,4,16/10/2021,17/10/2021
3915,9960,58,70,582.3,4,6,16/10/2021,17/10/2021
3916,952,0,0,0,0,0,16/10/2021,17/10/2021
3918,3704,5,9,135,0,4,16/10/2021,17/10/2021
3919,3182,11,13,345.7,2,5,16/10/2021,17/10/2021
3920,1037,1,2,96.4,0,3,16/10/2021,17/10/2021
3921,114,0,0,0,0,0,16/10/2021,17/10/2021
3922,7740,2,4,25.8,0,2,16/10/2021,17/10/2021
3923,516,0,0,0,0,0,16/10/2021,17/10/2021
3925,3377,1,3,29.6,0,2,16/10/2021,17/10/2021
3926,3240,1,5,30.9,0,2,16/10/2021,17/10/2021
3927,1671,2,5,119.7,0,4,16/10/2021,17/10/2021
3928,413,0,1,0,0,0,16/10/2021,17/10/2021
3929,906,0,9,0,0,0,16/10/2021,17/10/2021
3930,17889,7,27,39.1,1,2,16/10/2021,17/10/2021
3931,23991,23,98,95.9,1,3,16/10/2021,17/10/2021
3933,1101,3,6,272.5,0,5,16/10/2021,17/10/2021
3934,18547,24,51,129.4,1,4,16/10/2021,17/10/2021
3936,11024,4,17,36.3,0,2,16/10/2021,17/10/2021
3937,1519,0,0,0,0,0,16/10/2021,17/10/2021
3938,2820,5,5,177.3,0,4,16/10/2021,17/10/2021
3939,14522,21,39,144.6,1,4,16/10/2021,17/10/2021
3940,4930,10,20,202.8,1,5,16/10/2021,17/10/2021
3941,12174,17,32,139.6,2,4,16/10/2021,17/10/2021
3942,2317,4,11,172.6,0,4,16/10/2021,17/10/2021
3943,1593,2,12,125.5,1,4,16/10/2021,17/10/2021
3944,510,0,7,0,0,0,16/10/2021,17/10/2021
3945,976,2,2,204.9,0,5,16/10/2021,17/10/2021
3946,216,1,1,463,0,5,16/10/2021,17/10/2021
3950,4798,2,13,41.7,0,2,16/10/2021,17/10/2021
3951,1005,0,1,0,0,0,16/10/2021,17/10/2021
3953,7859,3,7,38.2,0,2,16/10/2021,17/10/2021
3954,404,0,0,0,0,0,16/10/2021,17/10/2021
3956,2818,0,2,0,0,0,16/10/2021,17/10/2021
3957,279,0,0,0,0,0,16/10/2021,17/10/2021
3958,272,0,0,0,0,0,16/10/2021,17/10/2021
3959,1153,0,0,0,0,0,16/10/2021,17/10/2021
3960,2477,0,1,0,0,0,16/10/2021,17/10/2021
3962,913,0,0,0,0,0,16/10/2021,17/10/2021
3964,133,0,0,0,0,0,16/10/2021,17/10/2021
3965,208,1,1,480.8,1,5,16/10/2021,17/10/2021
3966,510,0,0,0,0,0,16/10/2021,17/10/2021
3967,127,1,1,787.4,0,6,16/10/2021,17/10/2021
3971,4017,3,4,74.7,0,3,16/10/2021,17/10/2021
3975,15246,81,171,531.3,8,6,16/10/2021,17/10/2021
3976,25532,222,380,869.5,26,6,16/10/2021,17/10/2021
3977,93322,597,1166,639.7,90,6,16/10/2021,17/10/2021
3978,10648,229,409,2150.6,27,7,16/10/2021,17/10/2021
3979,315,0,0,0,0,0,16/10/2021,17/10/2021
3980,3350,6,14,179.1,2,4,16/10/2021,17/10/2021
3981,4901,10,15,204,3,5,16/10/2021,17/10/2021
3984,5212,11,22,211.1,0,5,16/10/2021,17/10/2021
3987,1527,2,5,131,0,4,16/10/2021,17/10/2021
3988,1001,1,4,99.9,0,3,16/10/2021,17/10/2021
3990,110,0,0,0,0,0,16/10/2021,17/10/2021
3991,357,0,0,0,0,0,16/10/2021,17/10/2021
3992,966,0,2,0,0,0,16/10/2021,17/10/2021
3995,10171,7,10,68.8,0,3,16/10/2021,17/10/2021
3996,5541,2,6,36.1,1,2,16/10/2021,17/10/2021
9998,,3,242,0,0,0,16/10/2021,17/10/2021
9999,,54,296,0,9,0,16/10/2021,17/10/2021
3451,5654,0,3,0,0,0,16/10/2021,17/10/2021
3453,1725,0,1,0,0,0,16/10/2021,17/10/2021
3458,1947,0,2,0,0,0,16/10/2021,17/10/2021
3460,2566,0,3,0,0,0,16/10/2021,17/10/2021
3461,4150,2,2,48.2,0,2,16/10/2021,17/10/2021
3462,1173,0,1,0,0,0,16/10/2021,17/10/2021
3463,2454,0,2,0,0,0,16/10/2021,17/10/2021
3464,1118,0,0,0,0,0,16/10/2021,17/10/2021
3465,9770,0,2,0,0,0,16/10/2021,17/10/2021
3467,1196,0,1,0,0,0,16/10/2021,17/10/2021
3468,284,0,0,0,0,0,16/10/2021,17/10/2021
3469,278,0,0,0,0,0,16/10/2021,17/10/2021
3472,1482,0,0,0,0,0,16/10/2021,17/10/2021
3475,348,0,0,0,0,0,16/10/2021,17/10/2021
3477,824,0,0,0,0,0,16/10/2021,17/10/2021
3478,2457,0,2,0,0,0,16/10/2021,17/10/2021
3480,1862,0,0,0,0,0,16/10/2021,17/10/2021
3482,169,0,0,0,0,0,16/10/2021,17/10/2021
3483,888,0,0,0,0,0,16/10/2021,17/10/2021
3485,302,0,0,0,0,0,16/10/2021,17/10/2021
3487,96,0,0,0,0,0,16/10/2021,17/10/2021
3488,110,0,0,0,0,0,16/10/2021,17/10/2021
3489,53,0,0,0,0,0,16/10/2021,17/10/2021
3490,1290,1,1,77.5,0,3,16/10/2021,17/10/2021
3491,133,0,0,0,0,0,16/10/2021,17/10/2021
3494,661,0,0,0,0,0,16/10/2021,17/10/2021
3496,6224,12,13,192.8,1,4,16/10/2021,17/10/2021
3498,5324,9,12,169,0,4,16/10/2021,17/10/2021
3500,32738,180,188,549.8,11,6,16/10/2021,17/10/2021
3501,1939,3,8,154.7,0,4,16/10/2021,17/10/2021
3505,4829,8,9,165.7,0,4,16/10/2021,17/10/2021
3506,37,0,0,0,0,0,16/10/2021,17/10/2021
3507,157,0,0,0,0,0,16/10/2021,17/10/2021
3509,231,0,0,0,0,0,16/10/2021,17/10/2021
3512,371,0,0,0,0,0,16/10/2021,17/10/2021
3515,1940,7,11,360.8,0,5,16/10/2021,17/10/2021
3516,694,0,0,0,0,0,16/10/2021,17/10/2021
3517,1416,0,0,0,0,0,16/10/2021,17/10/2021
3518,1307,0,0,0,0,0,16/10/2021,17/10/2021
3520,179,0,0,0,0,0,16/10/2021,17/10/2021
3521,660,0,2,0,0,0,16/10/2021,17/10/2021
3522,334,1,2,299.4,0,5,16/10/2021,17/10/2021
3523,3619,0,8,0,0,0,16/10/2021,17/10/2021
3525,1302,0,0,0,0,0,16/10/2021,17/10/2021
3527,785,0,0,0,0,0,16/10/2021,17/10/2021
3529,120,0,0,0,0,0,16/10/2021,17/10/2021
3530,125,0,0,0,0,0,16/10/2021,17/10/2021
3531,191,0,0,0,0,0,16/10/2021,17/10/2021
3533,779,0,0,0,0,0,16/10/2021,17/10/2021
3537,1042,0,1,0,0,0,16/10/2021,17/10/2021
3540,286,0,0,0,0,0,16/10/2021,17/10/2021
3542,155,0,0,0,0,0,16/10/2021,17/10/2021
3544,249,0,0,0,0,0,16/10/2021,17/10/2021
3546,403,0,0,0,0,0,16/10/2021,17/10/2021
3549,3527,1,2,28.4,0,2,16/10/2021,17/10/2021
3550,40341,31,70,76.8,4,3,16/10/2021,17/10/2021
3551,29564,12,36,40.6,2,2,16/10/2021,17/10/2021
3555,19688,12,39,61,1,3,16/10/2021,17/10/2021
3556,13087,8,11,61.1,2,3,16/10/2021,17/10/2021
3557,785,0,0,0,0,0,16/10/2021,17/10/2021
3558,916,0,0,0,0,0,16/10/2021,17/10/2021
3559,545,0,0,0,0,0,16/10/2021,17/10/2021
3561,4434,0,3,0,0,0,16/10/2021,17/10/2021
3562,278,0,0,0,0,0,16/10/2021,17/10/2021
3563,808,0,0,0,0,0,16/10/2021,17/10/2021
3564,15944,6,11,37.6,1,2,16/10/2021,17/10/2021
3565,107,0,0,0,0,0,16/10/2021,17/10/2021
3566,556,0,0,0,0,0,16/10/2021,17/10/2021
3567,654,0,0,0,0,0,16/10/2021,17/10/2021
3568,2948,0,1,0,0,0,16/10/2021,17/10/2021
3570,752,0,0,0,0,0,16/10/2021,17/10/2021
3571,319,0,0,0,0,0,16/10/2021,17/10/2021
3572,151,0,0,0,0,0,16/10/2021,17/10/2021
3573,331,0,3,0,0,0,16/10/2021,17/10/2021
3575,807,0,0,0,0,0,16/10/2021,17/10/2021
3576,72,1,1,1388.9,0,7,16/10/2021,17/10/2021
3579,5362,0,9,0,0,0,16/10/2021,17/10/2021
3580,990,0,0,0,0,0,16/10/2021,17/10/2021
3581,163,0,0,0,0,0,16/10/2021,17/10/2021
3583,208,0,0,0,0,0,16/10/2021,17/10/2021
3584,1139,1,1,87.8,0,3,16/10/2021,17/10/2021
3585,11205,20,24,178.5,2,4,16/10/2021,17/10/2021
3586,825,0,0,0,0,0,16/10/2021,17/10/2021
3588,359,0,0,0,0,0,16/10/2021,17/10/2021
3589,347,0,0,0,0,0,2021-10-16,2021-10-17
3590,335,0,0,0,0,0,2021-10-16,2021-10-17
3591,164,0,0,0,0,0,2021-10-16,2021-10-17
3594,529,0,1,0,0,0,2021-10-16,2021-10-17
